"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-01-01 ~ 2025-12-31"
"실거래구분 : 오피스텔(전월세)"
"주소구분 : 지번주소"
"시도 : 전남광주통합특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)"
"5852","전남광주통합특별시 나주시 빛가람동","194-1","0194","0001","토담휴로스1차오피스텔","월세","28.5500","202502","18","300","39","6","2014","상야2길 16","202502~202602","신규","-","",""
"5853","전남광주통합특별시 나주시 빛가람동","200","0200","0000","중흥에스-클래스메가티움2차","월세","28.4200","202502","18","300","40","4","2015","상야3길 8","202502~202602","신규","-","",""
"5854","전남광주통합특별시 나주시 빛가람동","200","0200","0000","중흥에스-클래스메가티움2차","월세","28.4200","202502","18","300","45","4","2015","상야3길 8","202503~202603","신규","-","",""
"5855","전남광주통합특별시 나주시 빛가람동","200","0200","0000","중흥에스-클래스메가티움2차","전세","28.4200","202502","18","5,600","0","3","2015","상야3길 8","202504~202704","신규","-","",""
"5856","전남광주통합특별시 나주시 빛가람동","200","0200","0000","중흥에스-클래스메가티움2차","전세","28.4200","202502","18","5,400","0","3","2015","상야3길 8","202504~202704","신규","-","",""
"5857","전남광주통합특별시 나주시 빛가람동","200","0200","0000","중흥에스-클래스메가티움2차","월세","28.4200","202502","18","300","40","10","2015","상야3길 8","202502~202602","신규","-","",""
"5858","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","17","17,900","5","3","2021","첨단연신로 100","202504~202704","갱신","-","17,900","5"
"5859","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","17","17,900","5","7","2021","첨단연신로 100","202504~202704","갱신","-","17,900","5"
"5860","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","17","16,900","5","15","2021","첨단연신로 100","202504~202704","갱신","-","16,900","5"
"5861","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","17","16,900","5","15","2021","첨단연신로 100","202504~202704","신규","-","",""
"5862","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","17","17,900","5","3","2021","첨단연신로 100","202504~202704","갱신","-","17,900","5"
"5863","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","17","16,900","5","4","2021","첨단연신로 100","202504~202704","갱신","-","16,900","5"
"5864","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","17","17,700","5","9","2021","첨단연신로 100","202504~202704","갱신","-","17,700","5"
"5865","전남광주통합특별시 남구 주월동","957-1","0957","0001","주월동 홀리어스 오피스텔","월세","26.6900","202502","17","2,000","50","10","2020","대남대로 219","202502~202602","신규","-","",""
"5866","전남광주통합특별시 서구 쌍촌동","1006-18","1006","0018","에드가리움 1차","월세","27.3600","202502","17","300","40","19","2015","상무대로 882","202502~202602","신규","-","",""
"5867","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","17","17,700","5","5","2021","첨단연신로 100","202504~202704","갱신","-","17,700","5"
"5868","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","17","16,900","5","10","2021","첨단연신로 100","202504~202904","갱신","-","16,900","5"
"5869","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","17","17,700","5","6","2021","첨단연신로 100","202504~202704","신규","-","",""
"5870","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","17","17,900","5","14","2021","첨단연신로 100","202504~202704","갱신","-","17,700","5"
"5871","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","17","17,900","5","11","2021","첨단연신로 100","202504~202704","갱신","-","17,900","5"
"5872","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","17","17,700","5","3","2021","첨단연신로 100","202504~202704","갱신","-","17,700","5"
"5873","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","17","17,900","5","5","2021","첨단연신로 100","202504~202704","갱신","-","17,900","5"
"5874","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","17","16,900","5","5","2021","첨단연신로 100","202504~202704","갱신","-","16,900","5"
"5875","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","17","17,900","5","15","2021","첨단연신로 100","202504~202704","갱신","-","17,900","5"
"5876","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","17","16,900","5","11","2021","첨단연신로 100","202504~202904","갱신","-","16,900","5"
"5877","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","17","17,700","5","6","2021","첨단연신로 100","202504~202704","갱신","-","17,700","5"
"5878","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","17","16,900","5","7","2021","첨단연신로 100","202504~202904","갱신","-","16,900","5"
"5879","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","17","17,700","5","10","2021","첨단연신로 100","202504~202704","갱신","-","17,700","5"
"5880","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","17","16,900","5","5","2021","첨단연신로 100","202504~202704","갱신","-","16,900","5"
"5881","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","17","17,900","5","10","2021","첨단연신로 100","202504~202704","갱신","-","17,900","5"
"5882","전남광주통합특별시 서구 농성동","415-57","0415","0057","농성지오스테이션","월세","79.2700","202502","17","1,000","85","16","2018","내방로 433","202503~202703","신규","-","",""
"5883","전남광주통합특별시 서구 농성동","256-1","0256","0001","농성동 영무예다음","월세","59.9600","202502","17","2,000","68","4","2021","상무대로1147번길 7","202502~202702","신규","-","",""
"5884","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","17","16,900","5","6","2021","첨단연신로 100","202504~202704","갱신","-","16,900","5"
"5885","전남광주통합특별시 무안군 삼향읍 남악리","2624","2624","0000","남악센트레빌리버파크","전세","84.7300","202502","17","13,900","0","3","2019","남악로250번길 60","202504~202704","신규","-","",""
"5886","전남광주통합특별시 나주시 빛가람동","200","0200","0000","중흥에스-클래스메가티움2차","월세","28.4200","202502","17","300","40","7","2015","상야3길 8","202503~202603","신규","-","",""
"5887","전남광주통합특별시 보성군 보성읍 원봉리","5-20","0005","0020","성암해그린","월세","34.5700","202502","17","500","37","6","2013","현충로 12","202502~202602","갱신","-","500","37"
"5888","전남광주통합특별시 나주시 빛가람동","200","0200","0000","중흥에스-클래스메가티움2차","월세","28.4200","202502","17","300","40","7","2015","상야3길 8","202503~202603","신규","-","",""
"5889","전남광주통합특별시 북구 오룡동","1114-7","1114","0007","첨단 한국아델리움57 그리니티","월세","84.7500","202502","17","2,000","110","11","2025","앰코로 26","202503~202602","신규","-","",""
"5890","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","17","17,700","5","14","2021","첨단연신로 100","202504~202704","갱신","-","17,700","5"
"5891","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","17","17,200","5","5","2021","첨단연신로 100","202504~202704","신규","-","",""
"5892","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","17","16,900","5","14","2021","첨단연신로 100","202504~202704","갱신","-","16,900","5"
"5893","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","17","17,700","5","15","2021","첨단연신로 100","202504~202704","갱신","-","17,700","5"
"5894","전남광주통합특별시 여수시 웅천동","1806-1","1806","0001","여수 웅천캐슬스타","월세","59.9800","202502","17","1,000","70","2","2022","웅천로 371","202503~202603","신규","-","",""
"5895","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","17","17,900","5","3","2021","첨단연신로 100","202504~202904","신규","-","",""
"5896","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","17","16,900","5","6","2021","첨단연신로 100","202504~202704","신규","-","",""
"5897","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","17","17,200","5","6","2021","첨단연신로 100","202504~202704","갱신","-","17,200","5"
"5898","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","17","16,900","5","8","2021","첨단연신로 100","202504~202904","갱신","-","16,900","5"
"5899","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","17","17,700","5","2","2021","첨단연신로 100","202504~202704","신규","-","",""
"5900","전남광주통합특별시 나주시 금계동","104-1","0104","0001","성원오피스빌","월세","49.6000","202502","17","300","30","4","2004","금남길 7","202502~202602","갱신","사용","300","30"
"5901","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","17","17,900","5","10","2021","첨단연신로 100","202504~202704","갱신","-","17,900","5"
"5902","전남광주통합특별시 나주시 빛가람동","200","0200","0000","중흥에스-클래스메가티움2차","월세","28.4200","202502","17","300","40","8","2015","상야3길 8","202502~202602","신규","-","",""
"5903","전남광주통합특별시 나주시 빛가람동","204-1","0204","0001","휴로스센트럴 오피스텔","월세","30.7700","202502","17","2,000","41","4","2020","상야3길 17","202503~202603","신규","-","",""
"5904","전남광주통합특별시 광산구 쌍암동","689-5","0689","0005","(689-5)","월세","36.2700","202502","17","500","40","9","2014","임방울대로825번길 60-26","202502~202702","신규","-","",""
"5905","전남광주통합특별시 광산구 쌍암동","694-106","0694","0106","쌍암동 미르채 리버파크 오피스텔","전세","49.5500","202502","17","17,000","0","18","2021","월계로 235-8","202503~202703","신규","-","",""
"5906","전남광주통합특별시 나주시 빛가람동","200","0200","0000","중흥에스-클래스메가티움2차","월세","28.4200","202502","17","300","40","3","2015","상야3길 8","202502~202602","신규","-","",""
"5907","전남광주통합특별시 서구 치평동","1210-3","1210","0003","샌트럴시티오피스텔","월세","23.6800","202502","17","300","40","11","2016","시청로 77","202502~202602","신규","-","",""
"5908","전남광주통합특별시 서구 치평동","1210-3","1210","0003","샌트럴시티오피스텔","월세","23.6800","202502","17","500","38","9","2016","시청로 77","202502~202602","신규","-","",""
"5909","전남광주통합특별시 서구 치평동","1203-1","1203","0001","중흥에스-클래스스카이31","월세","29.9400","202502","17","300","47","12","2014","시청로 97","202502~202602","신규","-","",""
"5910","전남광주통합특별시 서구 치평동","1238-1","1238","0001","광주대우디오빌","월세","27.1900","202502","17","300","38","16","2006","시청로 41","202502~202602","신규","-","",""
"5911","전남광주통합특별시 서구 치평동","1203-1","1203","0001","중흥에스-클래스스카이31","월세","29.9400","202502","17","500","45","28","2014","시청로 97","202502~202602","신규","-","",""
"5912","전남광주통합특별시 남구 진월동","571","0571","0000","(571)","월세","23.4600","202502","17","300","35","5","2016"," ","202502~202702","신규","-","",""
"5913","전남광주통합특별시 남구 진월동","571","0571","0000","(571)","월세","23.4600","202502","17","300","35","3","2016"," ","202502~202602","신규","-","",""
"5914","전남광주통합특별시 나주시 빛가람동","197","0197","0000","중흥에스-클래스메가티움1차","월세","28.4200","202502","17","300","40","7","2014","상야2길 7","202503~202602","신규","-","",""
"5915","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","17","17,700","5","8","2021","첨단연신로 100","202504~202704","갱신","-","17,700","5"
"5916","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","17","17,700","5","7","2021","첨단연신로 100","202504~202704","갱신","-","17,700","5"
"5917","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","17","17,700","5","9","2021","첨단연신로 100","202504~202704","갱신","-","17,700","5"
"5918","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","17","17,700","5","11","2021","첨단연신로 100","202504~202904","갱신","-","17,700","5"
"5919","전남광주통합특별시 나주시 빛가람동","334","0334","0000","스카이센트럴","전세","26.7700","202502","17","8,500","0","11","2022","문화로 184","202504~202704","신규","-","",""
"5920","전남광주통합특별시 무안군 청계면 도림리","319","0319","0000","에벤에셀더스위트오피스텔","월세","24.2800","202502","17","150","40","3","2022","승달산길 24","202502~202602","신규","-","",""
"5921","전남광주통합특별시 무안군 청계면 도림리","319","0319","0000","에벤에셀더스위트오피스텔","월세","20.7200","202502","17","100","37","15","2022","승달산길 24","202502~202602","신규","-","",""
"5922","전남광주통합특별시 동구 대인동","96","0096","0000","대인동 영무 파라드 3차 오피스텔","월세","29.8200","202502","17","500","45","6","2022","구성로204번길 10-9","202503~202603","신규","-","",""
"5923","전남광주통합특별시 나주시 빛가람동","279-4","0279","0004","광주전남혁신도시 포레루체오피스텔","월세","26.4800","202502","17","200","33","9","2015"," ","202502~202602","신규","-","",""
"5924","전남광주통합특별시 순천시 남정동","52-2","0052","0002","(52-2)","월세","22.1400","202502","17","200","35","6","2002","우석로 117","202502~202602","신규","-","",""
"5925","전남광주통합특별시 광산구 쌍암동","694-106","0694","0106","쌍암동 미르채 리버파크 오피스텔","전세","29.0900","202502","17","11,000","0","8","2021","월계로 235-8","202503~202703","신규","-","",""
"5926","전남광주통합특별시 광산구 쌍암동","657-5","0657","0005","첨단 한국아델리움 메트로시티","월세","50.9800","202502","17","1,000","85","20","2022","임방울대로 773","202502~202602","신규","-","",""
"5927","전남광주통합특별시 동구 충장로4가","14","0014","0000","충장아트원","월세","22.9200","202502","17","300","37","3","2014","중앙로 179","202503~202603","신규","-","",""
"5928","전남광주통합특별시 동구 불로동","135","0135","0000","엘크루에스아이타워","전세","26.5300","202502","17","13,400","0","14","2023","문화전당로35번길 24","202503~202703","신규","-","",""
"5929","전남광주통합특별시 여수시 학동","61-1","0061","0001","스위트엠 학동","월세","26.3700","202502","17","500","50","4","2020","도원로 233","202503~202602","신규","-","",""
"5930","전남광주통합특별시 북구 용봉동","1349-1","1349","0001","동성노블리","전세","49.3500","202502","17","9,000","0","7","2014","설죽로251번길 40","202503~202703","신규","-","",""
"5931","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","17","17,900","5","7","2021","첨단연신로 100","202504~202704","갱신","-","17,900","5"
"5932","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","17","17,200","5","9","2021","첨단연신로 100","202504~202704","갱신","-","17,200","5"
"5933","전남광주통합특별시 북구 신안동","822","0822","0000","신안 국제미소래아파트","전세","81.4100","202502","17","15,970","0","2","2021"," ","202503~202703","신규","-","",""
"5934","전남광주통합특별시 북구 신안동","822","0822","0000","신안 국제미소래아파트","전세","83.2600","202502","17","15,970","0","3","2021"," ","202503~202703","신규","-","",""
"5935","전남광주통합특별시 서구 농성동","417-36","0417","0036","어반센트럴","월세","56.1000","202502","16","1,000","80","7","2021","죽봉대로 62","202502~202602","신규","-","",""
"5936","전남광주통합특별시 북구 임동","887","0887","0000","S-클래스 더 제니스","월세","27.6100","202502","16","500","60","16","2024","천변우로 227","202503~202601","신규","-","",""
"5937","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","16","17,910","5","8","2021","첨단연신로 100","202504~202704","신규","-","",""
"5938","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","16","17,700","5","15","2021","첨단연신로 100","202504~202904","신규","-","",""
"5939","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","16","17,900","5","12","2021","첨단연신로 100","202504~202704","갱신","-","17,900","5"
"5940","전남광주통합특별시 무안군 삼향읍 남악리","1472","1472","0000","(1472)","전세","32.6000","202502","16","5,000","0","7","2013","남악4로 86","202503~202812","신규","-","",""
"5941","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","16","17,900","5","13","2021","첨단연신로 100","202504~202904","갱신","-","17,900","5"
"5942","전남광주통합특별시 동구 금남로3가","1-28","0001","0028","중건핀다","전세","26.3300","202502","16","8,900","0","8","2021","중앙로196번길 4","202503~202703","신규","-","",""
"5943","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","16","16,900","5","6","2021","첨단연신로 100","202504~202704","갱신","-","16,900","5"
"5944","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","16","17,700","5","12","2021","첨단연신로 100","202504~202704","갱신","-","17,700","5"
"5945","전남광주통합특별시 동구 동명동","245-16","0245","0016","동명동 센트럴파크","월세","49.3200","202502","16","2,000","75","19","2020","중앙로 248","202502~202702","신규","-","",""
"5946","전남광주통합특별시 목포시 상동","787-11","0787","0011","우림오피스텔","전세","28.0800","202502","16","3,500","0","4","2003","하당로241번길 13-1","202502~202702","신규","-","",""
"5947","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","16","17,710","5","3","2021","첨단연신로 100","202504~202904","갱신","-","17,710","5"
"5948","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","16","17,700","5","13","2021","첨단연신로 100","202504~202704","갱신","-","17,700","5"
"5949","전남광주통합특별시 나주시 빛가람동","189-1","0189","0001","펠리시티S","월세","47.1800","202502","16","1,000","60","5","2014","전력로 6","202503~202602","신규","-","",""
"5950","전남광주통합특별시 무안군 청계면 도림리","435-2","0435","0002","도림목포캠퍼스시티","월세","21.7900","202502","16","100","35","6","2019","도림길 74","202502~202602","신규","-","",""
"5951","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","15","17,900","5","8","2021","첨단연신로 100","202504~202704","갱신","-","17,900","5"
"5952","전남광주통합특별시 서구 농성동","415-57","0415","0057","농성지오스테이션","전세","79.2700","202502","15","18,000","0","10","2018","내방로 433","202503~202703","신규","-","",""
"5953","전남광주통합특별시 서구 농성동","417-10","0417","0010","센트럴 광천 더 퍼스트 오피스텔","전세","29.0400","202502","15","11,550","0","18","2022","죽봉대로66번길 13","202502~202702","갱신","-","11,000","0"
"5954","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","15","17,200","5","11","2021","첨단연신로 100","202504~202904","갱신","-","17,200","5"
"5955","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","15","17,900","5","14","2021","첨단연신로 100","202504~202904","갱신","-","17,900","5"
"5956","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","15","17,900","5","10","2021","첨단연신로 100","202504~202704","갱신","-","17,900","5"
"5957","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","15","17,900","5","12","2021","첨단연신로 100","202504~202704","갱신","-","17,900","5"
"5958","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","15","17,700","5","15","2021","첨단연신로 100","202504~202704","갱신","-","17,700","5"
"5959","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","15","17,710","5","7","2021","첨단연신로 100","202504~202704","갱신","-","17,710","5"
"5960","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","15","17,700","5","5","2021","첨단연신로 100","202504~202704","갱신","-","17,700","5"
"5961","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","15","16,910","5","15","2021","첨단연신로 100","202504~202704","신규","-","",""
"5962","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","15","16,910","5","12","2021","첨단연신로 100","202504~202904","갱신","-","16,900","5"
"5963","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","15","17,700","5","6","2021","첨단연신로 100","202504~202904","갱신","-","17,700","5"
"5964","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","15","17,900","5","10","2021","첨단연신로 100","202504~202904","갱신","-","17,900","5"
"5965","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","15","17,900","5","7","2021","첨단연신로 100","202504~202704","갱신","-","17,900","5"
"5966","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","15","17,900","5","3","2021","첨단연신로 100","202504~202704","갱신","-","17,900","5"
"5967","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","15","17,900","5","11","2021","첨단연신로 100","202504~202704","갱신","-","17,900","5"
"5968","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","15","17,200","5","6","2021","첨단연신로 100","202504~202704","갱신","-","17,200","5"
"5969","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","15","17,700","5","12","2021","첨단연신로 100","202504~202704","신규","-","",""
"5970","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202502","15","17,700","5","10","2021","첨단연신로 100","202504~202904","갱신","-","17,700","5"
"5971","전남광주통합특별시 서구 농성동","417-10","0417","0010","센트럴 광천 더 퍼스트 오피스텔","전세","29.0400","202502","15","12,000","0","17","2022","죽봉대로66번길 13","202503~202703","갱신","-","12,000","0"
"5972","전남광주통합특별시 서구 농성동","417-10","0417","0010","센트럴 광천 더 퍼스트 오피스텔","전세","29.0400","202502","15","11,000","0","13","2022","죽봉대로66번길 13","202504~202704","신규","-","",""
"5973","전남광주통합특별시 서구 농성동","417-18","0417","0018","골든힐스타워","월세","22.2300","202502","15","2,000","19","8","2015","죽봉대로78번길 10","202502~202602","신규","-","",""
"5974","전남광주통합특별시 무안군 삼향읍 남악리","2120","2120","0000","뉴캐슬하이클래스","월세","84.8800","202502","15","1,000","100","5","2017","남악3로82번가길 49","202504~202703","신규","-","",""
"5975","전남광주통합특별시 무안군 삼향읍 남악리","1476","1476","0000","남악 유탑유블레스900","전세","28.2400","202502","15","6,000","0","14","2014","후광대로 330","202502~202702","신규","-","",""
"5976","전남광주통합특별시 무안군 삼향읍 남악리","1475","1475","0000","남악도휘에드가7차오피스텔","전세","28.5000","202502","15","6,000","0","5","2015","후광대로 324","202502~202702","신규","-","",""
"5977","전남광주통합특별시 무안군 삼향읍 남악리","1475","1475","0000","남악도휘에드가7차오피스텔","월세","28.5000","202502","15","300","38","15","2015","후광대로 324","202502~202602","신규","-","",""
"5978","전남광주통합특별시 서구 치평동","1202-2","1202","0002","랜드피아오피스텔","월세","30.4200","202502","15","1,000","30","13","2005","상무중앙로 114","202502~202602","신규","-","",""
"5979","전남광주통합특별시 서구 치평동","1202-2","1202","0002","랜드피아오피스텔","전세","41.6400","202502","15","6,500","0","13","2005","상무중앙로 114","202503~202603","신규","-","",""
"5980","전남광주통합특별시 서구 치평동","1210-3","1210","0003","샌트럴시티오피스텔","월세","23.6800","202502","15","300","38","5","2016","시청로 77","202502~202602","신규","-","",""
"5981","전남광주통합특별시 영광군 영광읍 교촌리","165","0165","0000","노블시티","전세","81.3200","202502","15","11,000","0","3","2018","물무로 150","202502~202702","신규","-","",""
"5982","전남광주통합특별시 서구 치평동","1203-1","1203","0001","중흥에스-클래스스카이31","월세","29.9400","202502","15","500","43","14","2014","시청로 97","202502~202602","신규","-","",""
"5983","전남광주통합특별시 서구 치평동","1210-3","1210","0003","샌트럴시티오피스텔","월세","23.6800","202502","15","300","42","22","2016","시청로 77","202502~202602","신규","-","",""
"5984","전남광주통합특별시 서구 치평동","1203-1","1203","0001","중흥에스-클래스스카이31","월세","29.9400","202502","15","500","45","8","2014","시청로 97","202502~202602","신규","-","",""
"5985","전남광주통합특별시 광산구 송정동","845-10","0845","0010","송정역 한국아델리움 더 씨티","전세","20.6700","202502","15","8,300","0","10","2021","송정로15번길 27","202502~202702","갱신","-","8,500","0"
"5986","전남광주통합특별시 광산구 하남동","506-11","0506","0011","예미지 파크힐스","월세","55.9400","202502","15","2,000","70","15","2022","하남산단1번로 61","202503~202603","신규","-","",""
"5987","전남광주통합특별시 목포시 석현동","1170-24","1170","0024","스타팰리스(1170-24)","월세","39.3300","202502","15","300","38","4","2011","석현로 18-1","202502~202602","신규","-","",""
"5988","전남광주통합특별시 남구 진월동","569","0569","0000","주2동","월세","21.7600","202502","15","300","40","2","2019","효덕로 282","202502~202602","신규","-","",""
"5989","전남광주통합특별시 남구 진월동","568-8","0568","0008","주1동","월세","19.8000","202502","15","300","38","3","2020","효덕로 284","202502~202602","신규","-","",""
"5990","전남광주통합특별시 남구 진월동","568-8","0568","0008","주1동","월세","19.5000","202502","15","300","40","3","2020","효덕로 284","202502~202602","신규","-","",""
"5991","전남광주통합특별시 남구 진월동","571","0571","0000","(571)","월세","29.2000","202502","15","300","34","3","2016"," ","202502~202602","신규","-","",""
"5992","전남광주통합특별시 남구 진월동","571","0571","0000","(571)","월세","23.1200","202502","15","300","35","4","2016"," ","202502~202602","신규","-","",""
"5993","전남광주통합특별시 목포시 석현동","1170-25","1170","0025","스타팰리스(1170-25)","월세","39.3300","202502","15","300","38","6","2011","옥암로186번길 13","202502~202602","신규","-","",""
"5994","전남광주통합특별시 북구 중흥동","714-3","0714","0003","대신 오피스텔","월세","26.2500","202502","15","200","25","2","2003","중가로65번길 32-12","202502~202602","신규","-","",""
"5995","전남광주통합특별시 북구 유동","141","0141","0000","금남로 대광로제비앙","월세","41.0000","202502","15","1,000","65","2","2022","서림로 153","202502~202702","신규","-","",""
"5996","전남광주통합특별시 남구 주월동","1328","1328","0000","남구주월 골드클래스 어반시티","전세","65.0900","202502","15","18,000","0","2","2021"," ","202503~202703","신규","-","",""
"5997","전남광주통합특별시 북구 임동","887","0887","0000","S-클래스 더 제니스","월세","57.4600","202502","15","1,000","85","14","2024","천변우로 227","202503~202603","신규","-","",""
