"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-01-01 ~ 2024-12-31"
"실거래구분 : 단독다가구(전월세)"
"주소구분 : 지번주소"
"시도 : 전남광주통합특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","도로조건","계약면적(㎡)","전월세구분","계약년월","계약일","보증금(만원)","월세금(만원)","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"8538","전남광주통합특별시 남구 양림동","2**","8m미만","191.52","월세","202403","01","300","28","1992","양림로","202403~202603","신규","-","","","단독다가구"
"8539","전남광주통합특별시 서구 화정동","3**","25m미만","25.40","월세","202403","01","200","30","2013","화정로179번길","202403~202502","신규","-","","","단독다가구"
"8540","전남광주통합특별시 북구 본촌동","3***","12m미만","35.00","월세","202403","01","500","41","2019","본촌택지로","202403~202503","신규","-","","","단독다가구"
"8541","전남광주통합특별시 광산구 선암동","7**","25m미만","33.00","월세","202403","01","300","50","2013","선운로","202403~202502","신규","-","","","단독다가구"
"8542","전남광주통합특별시 순천시 석현동","2**","8m미만","22.94","월세","202403","01","200","38","","석현안길","202403~202602","신규","-","","","단독다가구"
"8543","전남광주통합특별시 광산구 산정동","1***","12m미만","40.00","월세","202403","01","300","46","2013","용아로297번길","202403~202502","신규","-","","","단독다가구"
"8544","전남광주통합특별시 무안군 무안읍 성남리","1*","-","153.84","전세","202403","01","12,000","0","","동문안길","202403~202604","신규","-","","","단독다가구"
"8545","전남광주통합특별시 무안군 무안읍 성남리","1*","12m미만","182.21","전세","202403","01","12,000","0","1984","동문안길","202404~202604","신규","-","","","단독다가구"
"8546","전남광주통합특별시 북구 용봉동","1***","12m미만","18.31","월세","202403","01","300","34","","용주로8번길","202403~202502","신규","-","","","단독다가구"
"8547","전남광주통합특별시 순천시 매곡동","4**","8m미만","50.00","월세","202403","01","100","25","1983","북문8길","202403~202603","신규","-","","","단독다가구"
"8548","전남광주통합특별시 보성군 조성면 조성리","8**","12m미만","46.30","월세","202403","01","200","30","1982","조성로","202403~202503","신규","-","","","단독다가구"
"8549","전남광주통합특별시 영암군 삼호읍 용앙리","2**","12m미만","59.50","월세","202403","01","50","20","","중앙촌길","202403~202603","신규","-","","","단독다가구"
"8550","전남광주통합특별시 남구 봉선동","1***","12m미만","19.83","월세","202403","01","300","33","","봉선1로12번길","202403~202502","신규","-","","","단독다가구"
"8551","전남광주통합특별시 동구 계림동","1***","12m미만","23.14","월세","202403","01","100","33","","무등로375번길","202403~202503","신규","-","","","단독다가구"
"8552","전남광주통합특별시 목포시 용당동","1***","12m미만","199.80","전세","202403","01","17,000","0","2024","영산로329번길","202403~202602","신규","-","","","단독다가구"
"8553","전남광주통합특별시 장성군 남면 삼태리","8**","12m미만","20.34","월세","202403","01","200","35","2019","나노산단1로","202403~202502","신규","-","","","단독다가구"
"8554","전남광주통합특별시 북구 두암동","2**","12m미만","24.00","월세","202403","01","200","30","2021","군왕로46번길","202403~202503","신규","-","","","단독다가구"
"8555","전남광주통합특별시 광산구 신창동","5**","12m미만","20.24","월세","202403","01","200","27","2013","북문대로419번길","202403~202503","갱신","사용","200","27","단독다가구"
"8556","전남광주통합특별시 서구 농성동","6**","12m미만","24.90","월세","202403","01","200","27","2013","화정로293번길","202403~202503","신규","-","","","단독다가구"
"8557","전남광주통합특별시 순천시 석현동","1**","8m미만","19.83","월세","202403","01","200","30","","삼산3길","202403~202503","신규","-","","","단독다가구"
"8558","전남광주통합특별시 광산구 수완동","1***","12m미만","50.00","월세","202403","01","300","38","","수완로10번길","202403~202502","갱신","-","300","38","단독다가구"
"8559","전남광주통합특별시 남구 임암동","3**","12m미만","22.43","월세","202403","01","300","36","2021","입하2안길","202403~202502","신규","-","","","단독다가구"
"8560","전남광주통합특별시 강진군 강진읍 동성리","2**","-","26.65","월세","202403","01","500","43","","탐진로","202403~202502","신규","-","","","단독다가구"
"8561","전남광주통합특별시 순천시 석현동","7*","8m미만","24.05","월세","202403","01","3,000","20","","순천대1길","202403~202503","신규","-","","","단독다가구"
"8562","전남광주통합특별시 남구 월산동","1***","8m미만","27.80","월세","202403","01","500","54","2022","군분로52번길","202403~202502","신규","-","","","단독다가구"
"8563","전남광주통합특별시 광산구 송정동","7**","12m미만","120.00","월세","202403","01","2,000","70","2013","광산로89번길","202403~202603","신규","-","","","단독다가구"
"8564","전남광주통합특별시 광산구 신창동","1***","25m미만","60.00","전세","202403","01","5,000","0","2006","왕버들로252번길","202403~202603","신규","-","","","단독다가구"
"8565","전남광주통합특별시 광산구 도산동","9**","8m미만","49.41","월세","202403","01","600","30","1977","상도산길21번길","202403~202503","신규","-","","","단독다가구"
"8566","전남광주통합특별시 남구 송하동","4*","-","33.00","월세","202403","01","300","45","","효덕로303번길","202403~202503","신규","-","","","단독다가구"
"8567","전남광주통합특별시 서구 쌍촌동","9**","12m미만","33.00","월세","202403","01","200","45","","운천로172번길","202403~202502","신규","-","","","단독다가구"
"8568","전남광주통합특별시 서구 쌍촌동","4**","-","26.00","월세","202403","01","200","25","","화정로74번길","202403~202503","신규","-","","","단독다가구"
"8569","전남광주통합특별시 북구 두암동","8**","12m미만","20.00","월세","202403","01","200","32","2017","서방로135번길","202403~202603","신규","-","","","단독다가구"
"8570","전남광주통합특별시 구례군 산동면 원달리","5**","8m미만","179.75","월세","202403","01","500","30","2021","원덕길","202403~202502","신규","-","","","단독다가구"
"8571","전남광주통합특별시 북구 신안동","2**","-","23.20","월세","202403","01","200","30","","자미로","202403~202502","신규","-","","","단독다가구"
"8572","전남광주통합특별시 북구 신안동","2**","8m미만","38.80","월세","202403","01","300","19","","서암대로144번길","202403~202603","신규","-","","","단독다가구"
"8573","전남광주통합특별시 광양시 광양읍 구산리","8**","-","16.52","월세","202403","01","300","47","","서평1길","202403~202502","신규","-","","","단독다가구"
"8574","전남광주통합특별시 북구 문흥동","7**","8m미만","28.30","월세","202403","01","100","30","2014","호동로63번길","202403~202502","갱신","-","6,000","0","단독다가구"
"8575","전남광주통합특별시 북구 두암동","8**","12m미만","20.00","월세","202403","01","200","32","","서방로135번길","202403~202603","신규","-","","","단독다가구"
"8576","전남광주통합특별시 장흥군 장흥읍 우산리","1**","-","56.00","월세","202403","01","500","45","","우드랜드길","202403~202409","신규","-","","","단독다가구"
"8577","전남광주통합특별시 순천시 석현동","5*","-","27.00","월세","202403","01","200","30","","환선로","202403~202408","신규","-","","","단독다가구"
"8578","전남광주통합특별시 동구 서석동","1**","8m미만","29.00","월세","202403","01","200","30","2012","백서로167번길","202403~202408","신규","-","","","단독다가구"
"8579","전남광주통합특별시 광산구 하남동","1***","12m미만","22.40","월세","202403","01","300","40","2020","단전2길","202403~202502","신규","-","","","단독다가구"
"8580","전남광주통합특별시 동구 서석동","4**","8m미만","20.00","월세","202403","01","300","41","2021","백서로166번길","202403~202501","신규","-","","","단독다가구"
"8581","전남광주통합특별시 순천시 풍덕동","1***","12m미만","50.00","월세","202403","01","300","30","1991","풍덕2길","202403~202502","신규","-","","","단독다가구"
"8582","전남광주통합특별시 광양시 광양읍 덕례리","1***","12m미만","28.35","월세","202403","01","200","42","2021","회암1길","202403~202502","신규","-","","","단독다가구"
"8583","전남광주통합특별시 광산구 월계동","7**","25m미만","30.00","월세","202403","01","100","30","2007","월계로","202403~202502","신규","-","","","단독다가구"
"8584","전남광주통합특별시 광산구 월계동","8**","25m미만","30.00","월세","202403","01","200","30","","산월로","202403~202503","신규","-","","","단독다가구"
"8585","전남광주통합특별시 순천시 석현동","1**","12m미만","23.00","월세","202403","01","200","33","2016","삼산3길","-","-","-","","","단독다가구"
"8586","전남광주통합특별시 남구 백운동","6**","12m미만","72.85","월세","202403","01","500","50","1995","백양로17번길","202403~202503","신규","-","","","단독다가구"
"8587","전남광주통합특별시 구례군 광의면 대전리","4**","8m미만","92.90","월세","202403","01","50","10","1957","하대2길","202403~202602","신규","-","","","단독다가구"
"8588","전남광주통합특별시 순천시 매곡동","2**","8m미만","25.42","전세","202403","01","1,500","0","2017","북정6길","202403~202602","신규","-","","","단독다가구"
"8589","전남광주통합특별시 서구 풍암동","9**","12m미만","42.00","월세","202403","01","500","38","2006","풍금로12번길","202403~202603","신규","-","","","단독다가구"
"8590","전남광주통합특별시 순천시 매곡동","3**","-","16.00","월세","202403","01","100","30","","매산큰길","202403~202412","신규","-","","","단독다가구"
"8591","전남광주통합특별시 여수시 학동","1**","-","33.06","월세","202403","01","200","45","","시청서3길","202403~202502","신규","-","","","단독다가구"
"8592","전남광주통합특별시 여수시 문수동","4**","25m미만","33.00","월세","202403","01","100","35","","여문2로","202403~202502","신규","-","","","단독다가구"
"8593","전남광주통합특별시 여수시 문수동","1**","12m미만","25.00","월세","202403","01","100","33","2013","소미1길","202403~202502","신규","-","","","단독다가구"
"8594","전남광주통합특별시 여수시 미평동","3**","12m미만","30.00","월세","202403","01","100","38","2011","미평4길","202403~202412","신규","-","","","단독다가구"
"8595","전남광주통합특별시 여수시 미평동","8**","8m미만","33.00","월세","202403","01","200","41","","양지6길","202503~202602","신규","-","","","단독다가구"
"8596","전남광주통합특별시 여수시 선원동","1***","12m미만","80.00","월세","202403","01","1,000","120","2012","무선6길","202403~202409","신규","-","","","단독다가구"
"8597","전남광주통합특별시 나주시 빛가람동","2**","25m미만","129.02","월세","202403","01","1,000","90","2014","도민길","202403~202603","신규","-","","","단독다가구"
"8598","전남광주통합특별시 여수시 신기동","9*","12m미만","85.57","월세","202403","01","200","25","","시전4길","202403~202502","갱신","-","200","25","단독다가구"
"8599","전남광주통합특별시 여수시 미평동","6**","8m미만","27.00","월세","202403","01","100","35","2008","미평10길","202403~202503","신규","-","","","단독다가구"
"8600","전남광주통합특별시 여수시 미평동","6**","12m미만","25.00","월세","202403","01","200","35","","미평3길","202403~202503","신규","-","","","단독다가구"
"8601","전남광주통합특별시 여수시 덕충동","2***","12m미만","59.40","월세","202403","01","500","60","2017","박람회길","202403~202603","신규","-","","","단독다가구"
"8602","전남광주통합특별시 여수시 선원동","1***","12m미만","23.00","월세","202403","01","100","38","2010","무선6길","202403~202503","신규","-","","","단독다가구"
"8603","전남광주통합특별시 여수시 미평동","5**","8m미만","24.00","월세","202403","01","200","37","2018","미평남5길","202403~202503","신규","-","","","단독다가구"
"8604","전남광주통합특별시 여수시 문수동","4**","8m미만","45.00","월세","202403","01","200","35","2004","문수8길","202403~202503","신규","-","","","단독다가구"
"8605","전남광주통합특별시 여수시 선원동","1***","8m미만","23.00","월세","202403","01","200","45","","무선4길","202403~202503","신규","-","","","단독다가구"
"8606","전남광주통합특별시 나주시 빛가람동","1**","12m미만","100.00","월세","202403","01","500","65","2015","석전2길","202403~202703","신규","-","","","단독다가구"
"8607","전남광주통합특별시 나주시 송월동","1***","-","19.83","월세","202403","01","200","30","","재신길","202403~202503","신규","-","","","단독다가구"
"8608","전남광주통합특별시 순천시 연향동","1***","12m미만","30.00","월세","202402","29","100","30","2012","대석1길","202403~202503","신규","-","","","단독다가구"
"8609","전남광주통합특별시 여수시 봉산동","7**","12m미만","31.96","월세","202402","29","300","38","2017","봉산서1길","202403~202503","신규","-","","","단독다가구"
"8610","전남광주통합특별시 여수시 웅천동","1***","12m미만","52.00","월세","202402","29","500","62","2015","웅천3길","202403~202503","신규","-","","","단독다가구"
"8611","전남광주통합특별시 순천시 가곡동","9**","12m미만","24.00","월세","202402","29","200","28","2011","가곡3길","202403~202503","신규","-","","","단독다가구"
"8612","전남광주통합특별시 여수시 화장동","7**","-","30.00","월세","202402","29","100","35","","화산2길","202403~202503","신규","-","","","단독다가구"
"8613","전남광주통합특별시 여수시 신기동","5*","12m미만","33.00","월세","202402","29","200","40","2021","신기북1길","202402~202502","신규","-","","","단독다가구"
"8614","전남광주통합특별시 여수시 화장동","8**","12m미만","30.00","월세","202402","29","200","45","2014","대통3길","202403~202502","신규","-","","","단독다가구"
"8615","전남광주통합특별시 순천시 연향동","1***","-","30.00","월세","202402","29","200","40","","대석1길","202403~202503","신규","-","","","단독다가구"
"8616","전남광주통합특별시 순천시 연향동","1***","-","25.00","월세","202402","29","200","35","","대석1길","202403~202603","신규","-","","","단독다가구"
"8617","전남광주통합특별시 순천시 조례동","7**","8m미만","30.44","월세","202402","29","200","32","2017","비봉2길","202402~202502","신규","-","","","단독다가구"
"8618","전남광주통합특별시 순천시 조례동","1***","12m미만","99.00","월세","202402","29","1,000","65","2016","조례2길","202403~202503","신규","-","","","단독다가구"
"8619","전남광주통합특별시 순천시 조례동","1***","8m미만","33.00","월세","202402","29","300","33","2013","유동길","-","-","-","","","단독다가구"
"8620","전남광주통합특별시 광산구 월계동","8**","12m미만","32.65","월세","202402","29","100","28","2002","첨단내촌로35번길","202403~202503","신규","-","","","단독다가구"
"8621","전남광주통합특별시 광양시 중동","1***","25m미만","23.00","월세","202402","29","200","33","","중동로","202402~202405","신규","-","","","단독다가구"
"8622","전남광주통합특별시 남구 임암동","8**","-","23.50","월세","202402","29","300","43","","효천안길","202402~202502","신규","-","","","단독다가구"
"8623","전남광주통합특별시 동구 지산동","5**","8m미만","19.83","월세","202402","29","100","25","1991","필문대로273번길","202404~202503","신규","-","","","단독다가구"
"8624","전남광주통합특별시 북구 신안동","2**","-","22.40","월세","202402","29","200","28","","자미로","202402~202501","신규","-","","","단독다가구"
"8625","전남광주통합특별시 서구 쌍촌동","2**","-","40.00","월세","202402","29","200","50","","월드컵4강로198번길","202403~202502","신규","-","","","단독다가구"
"8626","전남광주통합특별시 광산구 장덕동","1***","12m미만","21.00","월세","202402","29","300","47","2020","풍영로229번안길","-","-","-","","","단독다가구"
"8627","전남광주통합특별시 목포시 용당동","9**","25m미만","56.53","월세","202402","29","300","35","1972","산정로186번길","202403~202603","신규","-","","","단독다가구"
"8628","전남광주통합특별시 광산구 하남동","1***","12m미만","26.00","월세","202402","29","500","55","2023","하남마항로29번길","202403~202503","신규","-","","","단독다가구"
"8629","전남광주통합특별시 서구 화정동","3**","8m미만","50.00","전세","202402","29","4,000","0","1979","화정로179번길","202402~202602","신규","-","","","단독다가구"
"8630","전남광주통합특별시 북구 운암동","8**","-","26.40","월세","202402","29","200","30","","동운로201번길","202403~202503","신규","-","","","단독다가구"
"8631","전남광주통합특별시 순천시 석현동","5*","-","27.00","월세","202402","29","200","32","","환선로","202402~202502","신규","-","","","단독다가구"
"8632","전남광주통합특별시 북구 양산동","1**","12m미만","49.00","월세","202402","29","500","40","2013","양지마을길","202402~202602","신규","-","","","단독다가구"
"8633","전남광주통합특별시 광산구 월계동","7**","12m미만","26.00","월세","202402","29","100","30","2002","첨단내촌로57번길","202402~202502","신규","-","","","단독다가구"
"8634","전남광주통합특별시 서구 쌍촌동","9**","8m미만","25.00","월세","202402","29","150","38","2011","운천로105번길","202403~202503","신규","-","","","단독다가구"
"8635","전남광주통합특별시 남구 백운동","6**","8m미만","23.01","월세","202402","29","100","30","2011","진다리로6번나길","202402~202502","신규","-","","","단독다가구"
"8636","전남광주통합특별시 순천시 해룡면 신대리","2***","12m미만","33.00","월세","202402","29","800","36","2018","송산6길","202401~202501","갱신","-","800","35","단독다가구"
"8637","전남광주통합특별시 순천시 매곡동","3**","-","16.00","월세","202402","29","100","30","","매산큰길","202402~202501","신규","-","","","단독다가구"
"8638","전남광주통합특별시 광양시 중동","1***","-","99.82","전세","202402","29","5,000","0","","중마용소3길","202404~202604","신규","-","","","단독다가구"
"8639","전남광주통합특별시 광산구 연산동","1***","12m미만","24.00","월세","202402","29","200","39","2021","평동산단7번로","202403~202503","신규","-","","","단독다가구"
"8640","전남광주통합특별시 북구 신안동","1**","12m미만","25.00","월세","202402","29","200","35","2014","중흥로73번길","202402~202502","신규","-","","","단독다가구"
"8641","전남광주통합특별시 북구 신용동","8*","-","75.32","전세","202402","29","29,500","0","","복룡길24번길","202404~202604","신규","-","","","단독다가구"
"8642","전남광주통합특별시 해남군 문내면 서상리","3**","8m미만","66.10","전세","202402","29","1,000","0","","북문길","202403~202503","신규","-","","","단독다가구"
"8643","전남광주통합특별시 서구 쌍촌동","1***","12m미만","20.00","전세","202402","29","2,000","0","2002","상일로24번길","202402~202502","신규","-","","","단독다가구"
"8644","전남광주통합특별시 서구 농성동","3**","8m미만","131.67","월세","202402","29","500","28","1983","죽봉대로22번길","202403~202503","신규","-","","","단독다가구"
"8645","전남광주통합특별시 북구 신안동","4**","8m미만","20.00","월세","202402","29","200","30","2017","서암대로131번길","202403~202503","신규","-","","","단독다가구"
"8646","전남광주통합특별시 북구 신안동","2**","-","28.00","월세","202402","29","200","40","","자미로66번길","202402~202502","신규","-","","","단독다가구"
"8647","전남광주통합특별시 서구 쌍촌동","1***","12m미만","26.00","월세","202402","29","100","30","2002","상일로24번길","202402~202602","신규","-","","","단독다가구"
"8648","전남광주통합특별시 동구 산수동","5**","12m미만","33.00","월세","202402","29","100","27","2012","필문대로187번길","202402~202502","신규","-","","","단독다가구"
"8649","전남광주통합특별시 광산구 선암동","6**","12m미만","23.00","월세","202402","29","200","43","2015","선운로2번길","202403~202408","신규","-","","","단독다가구"
"8650","전남광주통합특별시 북구 양산동","7**","12m미만","30.30","월세","202402","29","200","30","2013","양산택지로37번길","202403~202503","신규","-","","","단독다가구"
"8651","전남광주통합특별시 무안군 망운면 송현리","9**","8m미만","153.06","전세","202402","29","2,000","0","1956","송현안길","202402~202602","신규","-","","","단독다가구"
"8652","전남광주통합특별시 목포시 산정동","1***","12m미만","25.00","월세","202402","29","100","30","2010","고하대로642번길","202403~202502","신규","-","","","단독다가구"
"8653","전남광주통합특별시 순천시 매곡동","3**","8m미만","26.40","월세","202402","29","100","43","2017","매곡길","202402~202502","신규","-","","","단독다가구"
"8654","전남광주통합특별시 광양시 광양읍 덕례리","1***","12m미만","42.90","월세","202402","29","200","40","2022","예구7길","202402~202502","신규","-","","","단독다가구"
"8655","전남광주통합특별시 나주시 금천면 석전리","5**","12m미만","141.78","전세","202402","29","27,000","0","2017","유전길","202402~202602","신규","-","","","단독다가구"
"8656","전남광주통합특별시 목포시 연산동","1***","12m미만","60.63","월세","202402","29","500","55","2015","연산백련로7번길","202402~202502","신규","-","","","단독다가구"
"8657","전남광주통합특별시 북구 양산동","9**","12m미만","33.00","월세","202402","29","200","28","2012","양산택지로34번길","202402~202502","신규","-","","","단독다가구"
"8658","전남광주통합특별시 북구 일곡동","8**","12m미만","52.17","월세","202402","29","500","35","1997","일곡마을로116번길","202404~202604","신규","-","","","단독다가구"
"8659","전남광주통합특별시 북구 문흥동","9**","12m미만","52.00","전세","202402","29","3,000","0","1995","부남길15번길","202403~202603","신규","-","","","단독다가구"
"8660","전남광주통합특별시 남구 월산동","1***","12m미만","175.51","월세","202402","29","300","36","2019","군분로65번길","202403~202503","신규","-","","","단독다가구"
"8661","전남광주통합특별시 목포시 상동","7**","12m미만","33.00","월세","202402","29","200","30","2015","양을로532번길","202402~202502","신규","-","","","단독다가구"
"8662","전남광주통합특별시 광양시 중동","1***","12m미만","99.82","월세","202402","29","3,000","20","1997","중마용소3길","202404~202604","신규","-","","","단독다가구"
"8663","전남광주통합특별시 순천시 해룡면 신대리","2***","12m미만","33.00","월세","202402","28","300","56","2022","송산2길","202402~202502","신규","-","","","단독다가구"
"8664","전남광주통합특별시 서구 쌍촌동","9**","12m미만","20.00","월세","202402","28","50","45","2011","상무대로868번길","202403~202404","신규","-","","","단독다가구"
"8665","전남광주통합특별시 서구 쌍촌동","9**","8m미만","33.48","전세","202402","28","11,000","0","1980","쌍촌로47번길","202403~202603","신규","-","","","단독다가구"
"8666","전남광주통합특별시 서구 쌍촌동","9**","12m미만","28.93","월세","202402","28","1,000","70","2021","쌍촌로65번길","202403~202503","신규","-","","","단독다가구"
"8667","전남광주통합특별시 서구 쌍촌동","9**","12m미만","32.00","월세","202402","28","200","36","2012","쌍촌로65번길","202403~202503","신규","-","","","단독다가구"
"8668","전남광주통합특별시 서구 쌍촌동","1***","12m미만","29.00","전세","202402","28","3,000","0","2003","상무오월로43번길","202402~202602","신규","-","","","단독다가구"
"8669","전남광주통합특별시 서구 쌍촌동","1***","12m미만","42.36","월세","202402","28","50","8","1995","금부로103번길","202402~202606","신규","-","","","단독다가구"
"8670","전남광주통합특별시 순천시 풍덕동","1***","12m미만","70.00","월세","202402","28","500","48","2016","풍덕새길","202403~202603","신규","-","","","단독다가구"
"8671","전남광주통합특별시 서구 쌍촌동","1***","12m미만","30.00","월세","202402","28","200","34","2005","상무대로902번길","202402~202502","신규","-","","","단독다가구"
"8672","전남광주통합특별시 광산구 하남동","1***","25m미만","21.45","월세","202402","28","300","41","","마항길","-","-","-","","","단독다가구"
"8673","전남광주통합특별시 동구 서석동","4**","8m미만","15.52","월세","202402","28","4,000","20","2022","필문대로295번길","202402~202502","신규","-","","","단독다가구"
"8674","전남광주통합특별시 순천시 매곡동","4*","12m미만","33.00","월세","202402","28","200","28","2018","매곡큰길","202402~202602","신규","-","","","단독다가구"
"8675","전남광주통합특별시 순천시 매곡동","4**","12m미만","40.05","전세","202402","28","5,000","0","1983","북문7길","202402~202602","신규","-","","","단독다가구"
"8676","전남광주통합특별시 북구 오치동","9**","8m미만","28.51","월세","202402","28","100","30","1992","오문로38번길","202402~202502","신규","-","","","단독다가구"
"8677","전남광주통합특별시 광산구 흑석동","7**","12m미만","25.95","월세","202402","28","300","48","2021","하남울로48번길","202403~202503","신규","-","","","단독다가구"
"8678","전남광주통합특별시 광산구 흑석동","6**","-","21.32","월세","202402","28","200","45","","고봉로58번길","202402~202502","신규","-","","","단독다가구"
"8679","전남광주통합특별시 서구 금호동","8**","12m미만","55.30","월세","202402","28","1,000","30","2003","화개2로10번길","202403~202503","신규","-","","","단독다가구"
"8680","전남광주통합특별시 동구 학동","5**","-","32.00","월세","202402","28","300","35","","필문대로","202402~202502","신규","-","","","단독다가구"
"8681","전남광주통합특별시 장성군 남면 삼태리","8**","12m미만","30.26","전세","202402","28","7,000","0","2019","나노산단1로","202403~202603","신규","-","","","단독다가구"
"8682","전남광주통합특별시 목포시 산정동","1***","12m미만","98.50","월세","202402","28","500","25","1993","둥근섬로91번길","202402~202502","신규","-","","","단독다가구"
"8683","전남광주통합특별시 목포시 산정동","1***","12m미만","55.62","월세","202402","28","300","27","1990","동명로52번길","202403~202603","신규","-","","","단독다가구"
"8684","전남광주통합특별시 서구 풍암동","1***","12m미만","39.60","월세","202402","28","300","35","2005","풍암중앙로91번길","202402~202502","신규","-","","","단독다가구"
"8685","전남광주통합특별시 서구 풍암동","8**","12m미만","56.00","전세","202402","28","6,000","0","2005","풍암신흥안길","202403~202603","신규","-","","","단독다가구"
"8686","전남광주통합특별시 서구 풍암동","9**","12m미만","27.00","월세","202402","28","200","26","2008","풍암운리로33번길","202402~202502","갱신","-","0","26","단독다가구"
"8687","전남광주통합특별시 동구 대인동","2*","8m미만","25.25","월세","202402","28","300","35","2017","제봉로213번길","202402~202502","신규","-","","","단독다가구"
"8688","전남광주통합특별시 남구 봉선동","5**","-","223.20","월세","202402","28","500","47","","불로마을길","202403~202502","신규","-","","","단독다가구"
"8689","전남광주통합특별시 장흥군 장흥읍 건산리","4**","12m미만","36.99","월세","202402","28","200","30","1992","건산로1길","202403~202502","신규","-","","","단독다가구"
"8690","전남광주통합특별시 여수시 돌산읍 우두리","1***","12m미만","26.44","월세","202402","28","200","33","2018","강남4길","202402~202502","신규","-","","","단독다가구"
"8691","전남광주통합특별시 북구 두암동","4**","-","56.02","전세","202402","28","7,000","0","","군왕로142번길","202403~202603","신규","-","","","단독다가구"
"8692","전남광주통합특별시 북구 양산동","2**","8m미만","77.00","전세","202402","28","1,000","0","","효열로23번길","202402~202602","신규","-","","","단독다가구"
"8693","전남광주통합특별시 광양시 중동","1***","12m미만","25.00","월세","202402","28","150","30","2010","중마용소4길","202402~202502","신규","-","","","단독다가구"
"8694","전남광주통합특별시 북구 두암동","8**","8m미만","146.98","전세","202402","28","5,000","0","1982","군왕로105번길","202403~202603","신규","-","","","단독다가구"
"8695","전남광주통합특별시 서구 화정동","7**","8m미만","39.66","월세","202402","28","100","10","1979","상무대로1057번길","202403~202603","신규","-","","","단독다가구"
"8696","전남광주통합특별시 서구 화정동","9*","12m미만","30.00","월세","202402","28","200","47","2020","화운로199번길","202403~202503","신규","-","","","단독다가구"
"8697","전남광주통합특별시 서구 화정동","7**","12m미만","22.60","전세","202402","28","7,000","0","2019","월드컵4강로164번길","202403~202603","신규","-","","","단독다가구"
"8698","전남광주통합특별시 남구 백운동","6**","12m미만","49.23","전세","202402","28","9,500","0","2018","대남대로247번안길","202403~202603","신규","-","","","단독다가구"
"8699","전남광주통합특별시 곡성군 옥과면 죽림리","4**","12m미만","82.08","전세","202402","28","4,500","0","1998","옥과7길","202402~202602","갱신","-","4,500","0","단독다가구"
"8700","전남광주통합특별시 남구 진월동","5**","12m미만","36.00","월세","202402","28","400","55","2010","서문대로627번안길","202402~202502","신규","-","","","단독다가구"
"8701","전남광주통합특별시 남구 진월동","5**","8m미만","25.00","월세","202402","28","200","30","2002","효덕로290번길","202404~202502","갱신","-","200","30","단독다가구"
"8702","전남광주통합특별시 장흥군 장흥읍 행원리","1**","8m미만","49.58","월세","202402","28","30","30","","행원2길","202403~202603","신규","-","","","단독다가구"
"8703","전남광주통합특별시 남구 주월동","4**","12m미만","62.50","월세","202402","28","420","15","2009","회재로1224번길","202403~202603","신규","-","","","단독다가구"
"8704","전남광주통합특별시 남구 월산동","9**","-","27.00","전세","202402","28","9,000","0","","금화로421번길","202402~202602","신규","-","","","단독다가구"
"8705","전남광주통합특별시 남구 월산동","9**","12m미만","17.41","전세","202402","28","8,000","0","2019","군분로140번길","202403~202603","신규","-","","","단독다가구"
"8706","전남광주통합특별시 북구 용봉동","1***","8m미만","21.70","월세","202402","28","200","25","2001","반룡로6번길","202403~202501","신규","-","","","단독다가구"
"8707","전남광주통합특별시 북구 용봉동","1***","8m미만","17.05","월세","202402","28","125","21","2016","반룡로27번길","202402~202604","신규","-","","","단독다가구"
"8708","전남광주통합특별시 광산구 선암동","6**","12m미만","30.00","월세","202402","28","200","35","2014","선운로2번길","202402~202602","신규","-","","","단독다가구"
"8709","전남광주통합특별시 북구 용봉동","1***","8m미만","32.00","월세","202402","28","200","30","2016","반룡로18번길","202402~202501","신규","-","","","단독다가구"
"8710","전남광주통합특별시 북구 용봉동","6**","8m미만","27.84","전세","202402","28","9,000","0","2022","설죽로148번길","202404~202604","신규","-","","","단독다가구"
"8711","전남광주통합특별시 북구 용봉동","1***","12m미만","21.00","월세","202402","28","200","50","2012","반룡로17번길","202402~202502","신규","-","","","단독다가구"
"8712","전남광주통합특별시 광산구 월계동","7**","12m미만","39.00","월세","202402","28","100","29","1997","월계로34번길","202403~202502","신규","-","","","단독다가구"
"8713","전남광주통합특별시 광산구 월계동","8**","-","36.00","월세","202402","28","300","39","","첨단중앙로47번길","202403~202503","신규","-","","","단독다가구"
"8714","전남광주통합특별시 북구 중흥동","3**","12m미만","26.00","월세","202402","28","200","30","2013","용봉로90번길","202402~202502","신규","-","","","단독다가구"
