"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-01-01 ~ 2025-12-31"
"실거래구분 : 단독다가구(전월세)"
"주소구분 : 지번주소"
"시도 : 전남광주통합특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","도로조건","계약면적(㎡)","전월세구분","계약년월","계약일","보증금(만원)","월세금(만원)","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"10515","전남광주통합특별시 북구 신용동","7**","12m미만","20.00","월세","202503","10","200","35","2014","첨단연신로108번길","202503~202603","신규","-","","","단독다가구"
"10516","전남광주통합특별시 광양시 광양읍 칠성리","1**","8m미만","26.44","전세","202503","09","2,000","0","","칠성로","202503~202703","신규","-","","","단독다가구"
"10517","전남광주통합특별시 순천시 해룡면 신대리","2***","12m미만","23.10","월세","202503","09","300","45","2017","매안5길","202503~202603","신규","-","","","단독다가구"
"10518","전남광주통합특별시 남구 임암동","7**","12m미만","27.15","월세","202503","09","500","56","2019","효천안길","202503~202603","갱신","-","500","57","단독다가구"
"10519","전남광주통합특별시 동구 산수동","5**","8m미만","50.00","월세","202503","09","200","40","2004","밤실로89번길","202503~202603","신규","-","","","단독다가구"
"10520","전남광주통합특별시 북구 양산동","8**","12m미만","32.96","월세","202503","09","200","29","2008","양산택지로33번길","202503~202603","신규","-","","","단독다가구"
"10521","전남광주통합특별시 북구 양산동","8**","12m미만","32.00","월세","202503","09","200","43","2012","양산택지로37번길","202503~202603","신규","-","","","단독다가구"
"10522","전남광주통합특별시 목포시 옥암동","1***","12m미만","40.00","월세","202503","09","200","31","2016","당가두로14번길","-","-","-","","","단독다가구"
"10523","전남광주통합특별시 광산구 운수동","6*","8m미만","27.41","월세","202503","09","200","40","2019","어등대로577번길","202503~202603","신규","-","","","단독다가구"
"10524","전남광주통합특별시 북구 용봉동","1**","8m미만","23.10","월세","202503","09","100","28","2013","호동로73번길","202503~202602","신규","-","","","단독다가구"
"10525","전남광주통합특별시 북구 임동","9*","8m미만","130.23","월세","202503","09","500","45","","자동차로1번길","202503~202703","신규","-","","","단독다가구"
"10526","전남광주통합특별시 남구 월산동","9**","8m미만","56.43","월세","202503","09","500","35","","화정로260번길","202503~202703","신규","-","","","단독다가구"
"10527","전남광주통합특별시 서구 쌍촌동","1***","12m미만","22.09","월세","202503","09","200","37","2012","운천로184번길","202503~202603","신규","-","","","단독다가구"
"10528","전남광주통합특별시 광양시 광양읍 용강리","8**","12m미만","26.89","월세","202503","09","200","35","2021","기두2길","202503~202603","신규","-","","","단독다가구"
"10529","전남광주통합특별시 여수시 선원동","1***","25m미만","30.00","월세","202503","09","100","30","2018","무선중앙로","202503~202603","신규","-","","","단독다가구"
"10530","전남광주통합특별시 순천시 풍덕동","8**","25m미만","98.00","월세","202503","08","1,000","60","2018","중앙초등길","-","-","-","","","단독다가구"
"10531","전남광주통합특별시 서구 화정동","7**","12m미만","32.00","월세","202503","08","4,000","10","2013","화운로126번길","202503~202703","신규","-","","","단독다가구"
"10532","전남광주통합특별시 서구 내방동","8**","12m미만","15.00","월세","202503","08","100","28","2010","월드컵4강로198번길","202503~202603","신규","-","","","단독다가구"
"10533","전남광주통합특별시 여수시 충무동","4**","8m미만","162.73","월세","202503","08","50","20","2004","충무4길","202503~202803","신규","-","","","단독다가구"
"10534","전남광주통합특별시 여수시 선원동","1***","8m미만","40.00","월세","202503","08","4,000","35","2022","무선4길","-","-","-","","","단독다가구"
"10535","전남광주통합특별시 여수시 미평동","7**","8m미만","28.00","월세","202503","08","50","32","1987","양지4길","202503~202601","신규","-","","","단독다가구"
"10536","전남광주통합특별시 여수시 웅천동","1***","12m미만","55.70","월세","202503","08","500","60","2018","웅남1길","202503~202703","신규","-","","","단독다가구"
"10537","전남광주통합특별시 여수시 동산동","3**","8m미만","56.27","월세","202503","08","500","50","","동산1길","202503~202603","신규","-","","","단독다가구"
"10538","전남광주통합특별시 광산구 수완동","1***","12m미만","56.12","월세","202503","08","1,500","100","2020","수완로52번길","202503~202603","신규","-","","","단독다가구"
"10539","전남광주통합특별시 여수시 소라면 죽림리","1***","12m미만","37.52","월세","202503","08","300","47","2017","죽림4길","202503~202603","신규","-","","","단독다가구"
"10540","전남광주통합특별시 광산구 수완동","1***","12m미만","39.00","월세","202503","08","500","60","","수완로106번길","202503~202703","신규","-","","","단독다가구"
"10541","전남광주통합특별시 남구 임암동","7**","12m미만","22.00","전세","202503","08","8,000","0","2021","효천안길","202503~202603","신규","-","","","단독다가구"
"10542","전남광주통합특별시 서구 쌍촌동","1***","12m미만","33.00","월세","202503","08","100","25","2007","내방로216번길","202503~202603","신규","-","","","단독다가구"
"10543","전남광주통합특별시 남구 임암동","7**","12m미만","22.00","전세","202503","08","8,000","0","2021","효천안길","202503~202603","신규","-","","","단독다가구"
"10544","전남광주통합특별시 북구 두암동","8**","8m미만","33.00","월세","202503","08","200","33","2021","면앙로","202503~202603","신규","-","","","단독다가구"
"10545","전남광주통합특별시 북구 오치동","9**","25m미만","33.00","월세","202503","08","2,000","40","2016","서하로","202503~202703","신규","-","","","단독다가구"
"10546","전남광주통합특별시 해남군 해남읍 해리","4**","8m미만","77.83","전세","202503","08","4,000","0","2003","성동2길","202504~202704","갱신","-","4,000","0","단독다가구"
"10547","전남광주통합특별시 남구 월산동","9**","12m미만","26.82","월세","202503","08","500","70","2021","금화로440번길","202503~202603","신규","-","","","단독다가구"
"10548","전남광주통합특별시 광산구 도산동","1***","12m미만","160.66","월세","202503","08","500","40","1995","서도산길","202503~202702","신규","-","","","단독다가구"
"10549","전남광주통합특별시 광산구 옥동","4**","8m미만","22.00","월세","202503","08","200","35","2021","평동로740번길","202503~202603","신규","-","","","단독다가구"
"10550","전남광주통합특별시 목포시 옥암동","1***","12m미만","25.00","월세","202503","08","300","47","2025","후광대로105번안길","202503~202603","신규","-","","","단독다가구"
"10551","전남광주통합특별시 남구 백운동","6**","12m미만","36.36","월세","202503","08","200","32","2013","진다리로6번길","202503~202603","신규","-","","","단독다가구"
"10552","전남광주통합특별시 광산구 신가동","9**","12m미만","41.00","월세","202503","08","300","45","2011","수등로243번길","202503~202603","신규","-","","","단독다가구"
"10553","전남광주통합특별시 해남군 해남읍 해리","4**","8m미만","77.83","월세","202503","08","3,000","25","2003","성동2길","202504~202603","신규","-","","","단독다가구"
"10554","전남광주통합특별시 북구 일곡동","8**","25m미만","36.00","월세","202503","08","1,000","30","2017","일곡마을로","-","-","-","","","단독다가구"
"10555","전남광주통합특별시 광산구 흑석동","7**","12m미만","24.60","월세","202503","08","500","45","2020","하남울로공원2길","202503~202603","신규","-","","","단독다가구"
"10556","전남광주통합특별시 장흥군 장흥읍 건산리","4**","12m미만","41.00","월세","202503","08","500","35","2008","부동로","-","-","-","","","단독다가구"
"10557","전남광주통합특별시 장성군 진원면 선적리","1*","12m미만","126.10","월세","202503","07","500","50","2014","진남1로","202504~202704","신규","-","","","단독다가구"
"10558","전남광주통합특별시 남구 월산동","9**","12m미만","39.00","월세","202503","07","500","49","2018","금화로441번길","202503~202603","신규","-","","","단독다가구"
"10559","전남광주통합특별시 남구 백운동","6**","12m미만","57.58","월세","202503","07","200","33","1993","독립로","202503~202703","신규","-","","","단독다가구"
"10560","전남광주통합특별시 광산구 오선동","6**","12m미만","78.90","월세","202503","07","1,000","91","2019","진곡산단2번로","202503~202703","신규","-","","","단독다가구"
"10561","전남광주통합특별시 동구 계림동","5**","8m미만","47.24","전세","202503","07","5,999","0","2004","중흥로213번길","202503~202703","신규","-","","","단독다가구"
"10562","전남광주통합특별시 동구 산수동","5**","25m미만","37.00","전세","202503","07","9,000","0","2022","무등로","202503~202603","신규","-","","","단독다가구"
"10563","전남광주통합특별시 동구 산수동","5**","25m미만","37.00","전세","202503","07","9,000","0","2022","무등로","202503~202603","신규","-","","","단독다가구"
"10564","전남광주통합특별시 광산구 수완동","1***","12m미만","32.54","월세","202503","07","200","35","2015","수완로10번길","202503~202603","신규","-","","","단독다가구"
"10565","전남광주통합특별시 광산구 수완동","1***","12m미만","32.54","월세","202503","07","200","35","2015","수완로10번길","202503~202603","신규","-","","","단독다가구"
"10566","전남광주통합특별시 동구 금동","8*","12m미만","28.40","월세","202503","07","300","34","1981","문화전당로23번길","202503~202603","신규","-","","","단독다가구"
"10567","전남광주통합특별시 목포시 옥암동","1***","12m미만","25.00","월세","202503","07","200","40","2014","남악1로52번나길","202503~202603","신규","-","","","단독다가구"
"10568","전남광주통합특별시 광산구 장덕동","1***","12m미만","28.90","월세","202503","07","200","29","2013","장신로20번안길","202503~202603","신규","-","","","단독다가구"
"10569","전남광주통합특별시 장흥군 장흥읍 건산리","4**","8m미만","82.86","월세","202503","07","300","30","1990","건산서편1길","202503~202603","신규","-","","","단독다가구"
"10570","전남광주통합특별시 북구 운암동","9*","12m미만","27.00","월세","202503","07","200","30","2014","북문대로33번길","202503~202603","신규","-","","","단독다가구"
"10571","전남광주통합특별시 장성군 남면 삼태리","8**","12m미만","33.00","월세","202503","07","3,000","10","2018","나노산단1로","202503~202702","신규","-","","","단독다가구"
"10572","전남광주통합특별시 광산구 하남동","1***","25m미만","28.14","월세","202503","07","300","56","2023","마항길","202503~202603","신규","-","","","단독다가구"
"10573","전남광주통합특별시 광산구 하남동","8**","12m미만","23.80","월세","202503","07","300","40","2021","고봉로125번길","202503~202603","신규","-","","","단독다가구"
"10574","전남광주통합특별시 광산구 하남동","1***","25m미만","28.14","월세","202503","07","300","56","2023","마항길","202503~202603","신규","-","","","단독다가구"
"10575","전남광주통합특별시 순천시 해룡면 신대리","2***","12m미만","25.00","월세","202503","07","0","40","2018","매안2길","202503~202603","신규","-","","","단독다가구"
"10576","전남광주통합특별시 서구 쌍촌동","4**","12m미만","30.00","월세","202503","07","300","48","2013","화정로21번길","202503~202603","신규","-","","","단독다가구"
"10577","전남광주통합특별시 서구 쌍촌동","2**","12m미만","30.00","월세","202503","07","200","30","","월드컵4강로198번길","202503~202603","신규","-","","","단독다가구"
"10578","전남광주통합특별시 서구 쌍촌동","9**","12m미만","28.40","월세","202503","07","300","47","2017","운천로184번길","202503~202603","신규","-","","","단독다가구"
"10579","전남광주통합특별시 서구 쌍촌동","4**","12m미만","30.00","월세","202503","07","300","41","2013","화정로21번길","202503~202603","신규","-","","","단독다가구"
"10580","전남광주통합특별시 순천시 남정동","5**","12m미만","142.90","월세","202503","07","200","20","1986","장평9길","202504~202603","신규","-","","","단독다가구"
"10581","전남광주통합특별시 여수시 연등동","2**","12m미만","84.00","전세","202503","07","20,000","0","2020","동령현길","-","-","-","","","단독다가구"
"10582","전남광주통합특별시 여수시 화장동","8**","12m미만","75.00","전세","202503","07","7,000","0","2009","대통3길","202503~202703","신규","-","","","단독다가구"
"10583","전남광주통합특별시 순천시 조례동","1***","12m미만","25.00","월세","202503","07","300","40","2019","조례2길","-","-","-","","","단독다가구"
"10584","전남광주통합특별시 순천시 조례동","1***","12m미만","25.00","월세","202503","07","300","40","2019","조례2길","202503~202703","신규","-","","","단독다가구"
"10585","전남광주통합특별시 순천시 연향동","1***","12m미만","43.22","월세","202503","07","500","45","","율산1길","202503~202605","신규","-","","","단독다가구"
"10586","전남광주통합특별시 순천시 왕지동","8**","12m미만","74.00","월세","202503","07","5,000","50","2017","왕지3길","202503~202703","신규","-","","","단독다가구"
"10587","전남광주통합특별시 여수시 선원동","1**","8m미만","64.11","월세","202503","07","2,000","80","1984","선원2길","202503~202603","신규","-","","","단독다가구"
"10588","전남광주통합특별시 서구 내방동","8**","8m미만","33.18","월세","202503","07","300","50","2020","상무대로1005번길","202503~202603","신규","-","","","단독다가구"
"10589","전남광주통합특별시 여수시 화장동","8**","12m미만","45.00","월세","202503","06","200","50","","화산2길","202503~202603","신규","-","","","단독다가구"
"10590","전남광주통합특별시 서구 풍암동","9**","12m미만","48.00","월세","202503","06","1,000","50","2013","풍금로12번길","202503~202603","신규","-","","","단독다가구"
"10591","전남광주통합특별시 순천시 가곡동","1***","25m미만","50.00","월세","202503","06","1,000","60","","원가곡3길","202503~202603","신규","-","","","단독다가구"
"10592","전남광주통합특별시 순천시 가곡동","1***","25m미만","50.00","월세","202503","06","8,500","15","","원가곡3길","202503~202703","신규","-","","","단독다가구"
"10593","전남광주통합특별시 서구 화정동","7**","8m미만","50.70","월세","202503","06","2,000","30","1979","화운로155번길","202503~202703","신규","-","","","단독다가구"
"10594","전남광주통합특별시 순천시 저전동","2**","12m미만","99.24","월세","202503","06","200","30","1983","저전길","202503~202703","신규","-","","","단독다가구"
"10595","전남광주통합특별시 서구 화정동","8**","8m미만","83.89","전세","202503","06","8,000","0","1984","월드컵4강로28번길","202503~202703","신규","-","","","단독다가구"
"10596","전남광주통합특별시 여수시 문수동","4**","8m미만","172.88","월세","202503","06","1,000","45","1998","문수8길","202503~202603","신규","-","","","단독다가구"
"10597","전남광주통합특별시 여수시 화장동","8**","12m미만","33.00","월세","202503","06","200","40","2019","화산2길","202503~202603","신규","-","","","단독다가구"
"10598","전남광주통합특별시 여수시 웅천동","1***","12m미만","43.00","월세","202503","06","500","52","2017","웅천3길","202504~202604","신규","-","","","단독다가구"
"10599","전남광주통합특별시 서구 내방동","8**","8m미만","51.00","전세","202503","06","5,500","0","2007","상무대로1005번길","-","-","-","","","단독다가구"
"10600","전남광주통합특별시 광산구 산정동","1***","12m미만","20.00","월세","202503","06","200","30","2013","용아로297번길","202503~202603","신규","-","","","단독다가구"
"10601","전남광주통합특별시 북구 용봉동","1***","8m미만","25.00","월세","202503","06","100","32","2002","호동로79번길","202503~202703","신규","-","","","단독다가구"
"10602","전남광주통합특별시 남구 월산동","9**","12m미만","40.88","전세","202503","06","9,500","0","2003","금화로456번길","202503~202703","신규","-","","","단독다가구"
"10603","전남광주통합특별시 북구 동림동","4*","8m미만","48.00","월세","202503","06","500","75","2017","북문대로247번길","202503~202603","신규","-","","","단독다가구"
"10604","전남광주통합특별시 순천시 해룡면 신대리","2***","12m미만","33.00","월세","202503","06","300","41","2018","송산6길","202503~202603","신규","-","","","단독다가구"
"10605","전남광주통합특별시 순천시 해룡면 신대리","2***","12m미만","24.18","월세","202503","06","300","34","2019","송산3길","202503~202603","신규","-","","","단독다가구"
"10606","전남광주통합특별시 광산구 수완동","1***","25m미만","30.00","월세","202503","06","300","45","2015","수완로74번길","202503~202603","신규","-","","","단독다가구"
"10607","전남광주통합특별시 장흥군 장흥읍 관덕리","2**","8m미만","59.50","월세","202503","06","500","30","1989","원도관덕길","202503~202703","신규","-","","","단독다가구"
"10608","전남광주통합특별시 광산구 월계동","7**","12m미만","45.41","월세","202503","06","500","45","1998","월계로34번길","202504~202704","신규","-","","","단독다가구"
"10609","전남광주통합특별시 서구 쌍촌동","5**","12m미만","24.81","월세","202503","06","200","55","2020","상무대로884번길","202503~202603","신규","-","","","단독다가구"
"10610","전남광주통합특별시 광산구 수완동","1***","12m미만","38.00","월세","202503","06","500","65","2012","수완로74번길","202503~202603","신규","-","","","단독다가구"
"10611","전남광주통합특별시 광산구 월전동","1***","12m미만","39.00","월세","202503","06","900","85","2017","월전로","202503~202603","신규","-","","","단독다가구"
"10612","전남광주통합특별시 광양시 광양읍 덕례리","1***","8m미만","201.06","월세","202503","06","5,500","5","2010","덕례길","202503~202703","-","-","","","단독다가구"
"10613","전남광주통합특별시 북구 양산동","8**","12m미만","26.00","월세","202503","06","200","30","2011","양산택지로37번길","-","-","-","","","단독다가구"
"10614","전남광주통합특별시 북구 신안동","1**","12m미만","39.60","월세","202503","06","300","48","2017","자동차로48번길","202503~202603","신규","-","","","단독다가구"
"10615","전남광주통합특별시 북구 신안동","1**","12m미만","39.60","월세","202503","06","300","48","2017","자동차로48번길","202503~202603","신규","-","","","단독다가구"
"10616","전남광주통합특별시 남구 주월동","9**","12m미만","61.16","월세","202503","06","200","35","","회재로1242번길","202503~202703","신규","-","","","단독다가구"
"10617","전남광주통합특별시 동구 학동","7**","8m미만","25.80","월세","202503","06","300","38","2017","증심천로33번길","202503~202603","신규","-","","","단독다가구"
"10618","전남광주통합특별시 광산구 월곡동","5**","8m미만","174.18","월세","202503","06","250","60","1991","월곡중앙로41번길","202503~202603","신규","-","","","단독다가구"
"10619","전남광주통합특별시 광산구 소촌동","5**","8m미만","16.00","월세","202503","06","200","32","2013","어등대로647번길","202503~202603","신규","-","","","단독다가구"
"10620","전남광주통합특별시 서구 쌍촌동","1***","25m미만","30.00","월세","202503","06","4,000","35","2014","상일로","202503~202703","신규","-","","","단독다가구"
"10621","전남광주통합특별시 여수시 돌산읍 우두리","1***","8m미만","24.00","월세","202503","06","200","35","2020","강남6길","-","-","-","","","단독다가구"
"10622","전남광주통합특별시 광산구 흑석동","5**","12m미만","33.00","월세","202503","06","100","38","2013","풍영로101번안길","202503~202603","신규","-","","","단독다가구"
"10623","전남광주통합특별시 광산구 흑석동","5**","25m미만","29.00","월세","202503","06","200","42","2013","풍영로101번안길","202503~202603","신규","-","","","단독다가구"
"10624","전남광주통합특별시 광산구 선암동","7**","12m미만","30.00","월세","202503","06","200","30","2015","선운로2번길","202503~202603","신규","-","","","단독다가구"
"10625","전남광주통합특별시 광산구 하남동","5**","12m미만","20.00","월세","202503","05","200","30","2011","하남대로54번안길","202503~202603","신규","-","","","단독다가구"
"10626","전남광주통합특별시 동구 동명동","2**","8m미만","20.10","월세","202503","05","200","35","2012","동명로25번길","202503~202603","신규","-","","","단독다가구"
"10627","전남광주통합특별시 광산구 흑석동","6**","25m미만","36.29","월세","202503","05","500","65","2022","마항길","202503~202603","신규","-","","","단독다가구"
"10628","전남광주통합특별시 광산구 흑석동","6**","8m미만","108.33","월세","202503","05","2,000","135","2021","고봉로58번길","202503~202603","신규","-","","","단독다가구"
"10629","전남광주통합특별시 남구 월산동","3**","8m미만","26.83","월세","202503","05","300","38","2022","구성로20번다길","202503~202603","신규","-","","","단독다가구"
"10630","전남광주통합특별시 광산구 신창동","1***","12m미만","33.00","전세","202503","05","3,000","0","2008","신창로48번길","202503~202611","신규","-","","","단독다가구"
"10631","전남광주통합특별시 광산구 신창동","1***","12m미만","30.00","월세","202503","05","200","35","2010","신창로48번길","202503~202703","신규","-","","","단독다가구"
"10632","전남광주통합특별시 목포시 상동","8**","12m미만","36.00","전세","202503","05","4,000","0","2012","하당로213번길","202503~202703","신규","-","","","단독다가구"
"10633","전남광주통합특별시 무안군 망운면 목서리","5**","8m미만","55.50","월세","202503","05","100","20","","외덕길","202503~202703","신규","-","","","단독다가구"
"10634","전남광주통합특별시 남구 주월동","4**","12m미만","66.11","월세","202503","05","300","35","","서문대로749번다길","202503~202603","신규","-","","","단독다가구"
"10635","전남광주통합특별시 북구 양산동","1***","12m미만","37.00","월세","202503","05","200","30","2012","연양로105번길","202503~202603","신규","-","","","단독다가구"
"10636","전남광주통합특별시 광산구 신가동","1***","12m미만","26.18","월세","202503","05","1,000","50","2022","수완로9번길","202503~202603","신규","-","","","단독다가구"
"10637","전남광주통합특별시 남구 봉선동","1***","12m미만","19.83","월세","202503","05","200","33","2012","봉선1로12번길","202503~202603","신규","-","","","단독다가구"
"10638","전남광주통합특별시 서구 쌍촌동","1***","12m미만","21.00","월세","202503","05","100","20","2001","상무민주로76번길","202503~202603","신규","-","","","단독다가구"
"10639","전남광주통합특별시 서구 쌍촌동","1***","12m미만","38.00","월세","202503","05","500","55","2003","상일로14번길","202503~202603","신규","-","","","단독다가구"
"10640","전남광주통합특별시 서구 쌍촌동","9**","8m미만","61.07","전세","202503","05","3,000","0","1989","상무대로956번길","202504~202704","신규","-","","","단독다가구"
"10641","전남광주통합특별시 서구 농성동","6**","12m미만","58.53","전세","202503","05","7,300","0","1985","군분로189번길","202505~202705","신규","-","","","단독다가구"
"10642","전남광주통합특별시 여수시 미평동","6**","12m미만","26.00","월세","202503","05","200","40","2014","미평11길","202503~202603","신규","-","","","단독다가구"
"10643","전남광주통합특별시 순천시 연향동","1***","25m이상","128.76","월세","202503","05","1,000","45","2001","율산길","202503~202703","신규","-","","","단독다가구"
"10644","전남광주통합특별시 서구 화정동","9*","12m미만","33.00","월세","202503","05","300","55","2020","화운로199번길","202504~202603","신규","-","","","단독다가구"
"10645","전남광주통합특별시 서구 풍암동","9**","25m미만","49.11","월세","202503","05","500","40","2004","풍암운리로","202504~202703","신규","-","","","단독다가구"
"10646","전남광주통합특별시 나주시 빛가람동","2**","25m미만","69.00","월세","202503","05","1,000","62","2014","도민길","202503~202703","신규","-","","","단독다가구"
"10647","전남광주통합특별시 여수시 화장동","7**","12m미만","30.00","월세","202503","05","200","40","2015","성산6길","202503~202603","신규","-","","","단독다가구"
"10648","전남광주통합특별시 여수시 화장동","8**","12m미만","35.27","월세","202503","05","200","70","","대통3길","202503~202603","신규","-","","","단독다가구"
"10649","전남광주통합특별시 서구 치평동","1***","12m미만","118.57","월세","202503","05","1,500","50","2012","상무화원로","202503~202703","신규","-","","","단독다가구"
"10650","전남광주통합특별시 여수시 화장동","7**","12m미만","30.00","전세","202503","05","5,000","0","2013","성산6길","202503~202703","신규","-","","","단독다가구"
"10651","전남광주통합특별시 순천시 조례동","1***","12m미만","40.00","월세","202503","05","300","50","2020","조례2길","202503~202603","신규","-","","","단독다가구"
"10652","전남광주통합특별시 여수시 미평동","7**","8m미만","28.00","월세","202503","05","50","32","1987","양지4길","202503~202601","신규","-","","","단독다가구"
"10653","전남광주통합특별시 나주시 송월동","1***","8m미만","19.84","월세","202503","04","2,000","20","2020","송월12길","202503~202603","신규","-","","","단독다가구"
"10654","전남광주통합특별시 여수시 선원동","1***","8m미만","21.00","월세","202503","04","100","35","2008","무선5길","202503~202603","신규","-","","","단독다가구"
"10655","전남광주통합특별시 여수시 화장동","9**","12m미만","119.60","월세","202503","04","200","40","2012","무선로","202503~202603","신규","-","","","단독다가구"
"10656","전남광주통합특별시 서구 동천동","5**","12m미만","55.00","월세","202503","04","300","40","2013","동천로10번길","202503~202603","신규","-","","","단독다가구"
"10657","전남광주통합특별시 서구 내방동","8**","12m미만","29.44","전세","202503","04","9,500","0","2022","월드컵4강로198번길","202504~202704","신규","-","","","단독다가구"
"10658","전남광주통합특별시 여수시 화장동","7**","12m미만","30.00","월세","202503","04","100","33","2012","성산6길","202503~202603","신규","-","","","단독다가구"
"10659","전남광주통합특별시 여수시 화장동","8**","12m미만","35.27","월세","202503","04","200","70","2021","대통3길","202503~202603","신규","-","","","단독다가구"
"10660","전남광주통합특별시 여수시 화장동","7**","8m미만","31.11","월세","202503","04","200","55","2020","성산2길","202503~202603","신규","-","","","단독다가구"
"10661","전남광주통합특별시 서구 화정동","8**","8m미만","55.15","전세","202503","04","5,000","0","1987","월드컵4강로42번길","202504~202704","신규","-","","","단독다가구"
"10662","전남광주통합특별시 순천시 조례동","1***","12m미만","40.00","월세","202503","04","300","46","2019","조례2길","-","-","-","","","단독다가구"
"10663","전남광주통합특별시 여수시 미평동","5**","8m미만","53.95","월세","202503","04","300","30","1988","문수북1길","202503~202603","신규","-","","","단독다가구"
"10664","전남광주통합특별시 광산구 월곡동","5**","8m미만","19.83","월세","202503","04","200","45","2022","월곡반월로76번길","202503~202603","신규","-","","","단독다가구"
"10665","전남광주통합특별시 무안군 삼향읍 남악리","1***","12m미만","25.00","월세","202503","04","300","30","2012","남악4로60번가길","-","-","-","","","단독다가구"
"10666","전남광주통합특별시 해남군 해남읍 해리","3**","8m미만","33.06","월세","202503","04","300","35","2010","남부순환로","202503~202603","신규","-","","","단독다가구"
"10667","전남광주통합특별시 광산구 장덕동","1***","12m미만","26.00","월세","202503","04","200","29","2009","장덕로40번길","202503~202603","신규","-","","","단독다가구"
"10668","전남광주통합특별시 서구 농성동","6**","8m미만","86.60","월세","202503","04","12,000","10","1989","화정로293번길","202503~202703","신규","-","","","단독다가구"
"10669","전남광주통합특별시 광산구 선암동","6**","12m미만","30.00","월세","202503","04","7,000","10","2016","선운로2번길","202503~202703","신규","-","","","단독다가구"
"10670","전남광주통합특별시 순천시 해룡면 신대리","2***","25m미만","22.00","월세","202503","04","300","45","2021","송산2길","202503~202603","신규","-","","","단독다가구"
"10671","전남광주통합특별시 남구 봉선동","1***","12m미만","68.58","월세","202503","04","500","40","1990","봉선로79번길","202503~202603","신규","-","","","단독다가구"
"10672","전남광주통합특별시 광산구 신가동","9**","12m미만","30.00","월세","202503","04","500","28","2008","수등로243번길","202503~202603","신규","-","","","단독다가구"
"10673","전남광주통합특별시 남구 월산동","1***","12m미만","84.60","전세","202503","04","11,000","0","1982","군분로100번길","202504~202704","신규","-","","","단독다가구"
"10674","전남광주통합특별시 목포시 용당동","9**","8m미만","84.60","월세","202503","04","100","30","1990","동목포길42번길","202503~202603","갱신","-","150","13","단독다가구"
"10675","전남광주통합특별시 서구 쌍촌동","1***","12m미만","40.00","월세","202503","04","300","45","","상무오월로43번길","202503~202603","신규","-","","","단독다가구"
"10676","전남광주통합특별시 남구 월산동","1***","12m미만","84.60","전세","202503","04","11,000","0","1982","군분로100번길","202504~202704","신규","-","","","단독다가구"
"10677","전남광주통합특별시 광산구 산정동","1***","12m미만","30.00","월세","202503","04","200","38","2015","목련로2번길","202503~202603","신규","-","","","단독다가구"
"10678","전남광주통합특별시 광산구 수완동","1***","25m미만","98.40","월세","202503","04","5,000","40","2013","수완로12번길","202503~202603","신규","-","","","단독다가구"
"10679","전남광주통합특별시 북구 중흥동","2**","12m미만","28.00","월세","202503","04","100","30","2013","호동로43번길","-","-","-","","","단독다가구"
"10680","전남광주통합특별시 광산구 송정동","4**","8m미만","73.74","전세","202503","04","8,000","0","1994","고내상길79번길","202503~202703","신규","-","","","단독다가구"
"10681","전남광주통합특별시 장흥군 장흥읍 원도리","3**","12m미만","49.50","월세","202503","04","200","20","2000","신도리길","202503~202702","신규","-","","","단독다가구"
"10682","전남광주통합특별시 광산구 수완동","1***","25m미만","23.00","월세","202503","04","200","30","2010","수완로74번길","202503~202506","신규","-","","","단독다가구"
"10683","전남광주통합특별시 북구 삼각동","7**","12m미만","30.00","월세","202503","04","100","25","2012","설죽로471번길","202503~202603","신규","-","","","단독다가구"
"10684","전남광주통합특별시 진도군 진도읍 쌍정리","1**","25m미만","46.28","월세","202503","04","500","50","2019","쌍정1길","202503~202703","신규","-","","","단독다가구"
"10685","전남광주통합특별시 남구 월산동","1***","12m미만","84.60","전세","202503","04","11,000","0","","군분로100번길","202504~202704","신규","-","","","단독다가구"
"10686","전남광주통합특별시 화순군 화순읍 교리","1**","12m미만","127.38","월세","202503","04","6,000","30","1976","자치샘로","202503~202803","신규","-","","","단독다가구"
"10687","전남광주통합특별시 서구 쌍촌동","9**","12m미만","28.64","월세","202503","03","200","40","2011","쌍촌로51번길","202503~202603","신규","-","","","단독다가구"
"10688","전남광주통합특별시 광산구 장덕동","1***","12m미만","31.54","월세","202503","03","500","33","2012","장덕로","202503~202603","신규","-","","","단독다가구"
"10689","전남광주통합특별시 광산구 신창동","1***","12m미만","28.40","월세","202503","03","500","42","2007","신창로106번길","202503~202703","신규","-","","","단독다가구"
